"RNC","word","lemma","upos"
"Q321008531-1","investigation","investigation","NOUN"
"Q321008531-1","production","production","NOUN"
"Q321008531-1","replaced","replace","VERB"
"Q321008531-1","fasteners","fastener","NOUN"
"Q321008531-1","tank","tank","NOUN"
"Q321008531-1","assy","assy","NOUN"
"Q321008531-1","g05364530","g05364530","NUM"
"Q321008531-1","g05364763","g05364763","NUM"
"Q321008531-1","g05364548","g05364548","NUM"
"Q321008531-1","refer","refer","VERB"
"Q321008531-1","details","detail","NOUN"
"Q321008531-1","fastener","fastener","NOUN"
"Q321008531-1","replacement","replacement","NOUN"
"Q321008531-1","location","location","NOUN"
"Q321008531-1","pitch","pitch","NOUN"
"Q321008531-1","installation","installation","NOUN"
"Q321008531-1","meets","meet","VERB"
"Q321008531-1","baps","bap","NOUN"
"Q321008531-1","requirements","requirement","NOUN"
"Q321008531-1","shown","show","VERB"
"Q321008531-1","attached","attach","VERB"
"Q321008531-1","table","table","NOUN"
"Q321008531-1","remains","remain","VERB"
"Q321008531-1","replace","replace","VERB"
"Q321008531-1","bolts","bolt","NOUN"
"Q321008531-1","assembly","assembly","NOUN"
"Q321008531-1","access","access","NOUN"
"Q321008531-1","restrictions","restriction","NOUN"
"Q321008531-1","demand","demand","VERB"
"Q321008531-1","type","type","NOUN"
"Q321008531-1","installed","install","VERB"
"Q321008531-1","advise","advise","VERB"
"Q321008608-1","involved","involve","VERB"
"Q321008608-1","bracket","bracket","NOUN"
"Q321008608-1","assy","assy","NOUN"
"Q321008608-1","recirc","recirc","NOUN"
"Q321008608-1","g05372260","g05372260","NUM"
"Q321008608-1","rivet","rivet","NOUN"
"Q321008608-1","univ","univ","NOUN"
"Q321008608-1","exist","exist","VERB"
"Q321008608-1","pilot","pilot","NOUN"
"Q321008608-1","hole","hole","NOUN"
"Q321008608-1","condition","condition","NOUN"
"Q321008608-1","diam","diam","NOUN"
"Q321008608-1","g05372225","g05372225","NUM"
"Q321008608-1","0.100","0.100","NUM"
"Q321008608-1","0.215","0.215","NUM"
"Q321008608-1","0.330","0.330","NUM"
"Q321008608-1","pitch","pitch","NOUN"
"Q321008608-1","0.750","0.750","NUM"
"Q321008608-1","note","note","NOUN"
"Q321008608-1","position","position","NOUN"
"Q321008608-1","clecos","cleco","NOUN"
"Q321008608-1","strut","strut","NOUN"
"Q321008608-1","floor","floor","NOUN"
"Q321008608-1","time","time","NOUN"
"Q321008608-1","beam","beam","NOUN"
"Q321008608-1","g05372250","g05372250","NUM"
"Q321008608-1","drill","drill","NOUN"
"Q321008608-1","mentioned","mention","VERB"
"Q321008608-1","refer","refer","VERB"
"Q321008608-1","attachs","attach","NOUN"
"Q321008608-1","pictures","picture","NOUN"
"Q321008659-1","design","design","NOUN"
"Q321008659-1","refer","refer","VERB"
"Q321008659-1","q321005154","q321005154","NOUN"
"Q321008659-1","q321005967","q321005967","NOUN"
"Q321008659-1","q321006862","q321006862","NUM"
"Q321008659-1","discrepancy","discrepancy","NOUN"
"Q321008659-1","found","find","VERB"
"Q321008659-1","baps","bap","NOUN"
"Q321008659-1","handling","handling","NOUN"
"Q321008659-1","information","information","NOUN"
"Q321008659-1","ec847","ec847","NUM"
"Q321008659-1","velcro","velcro","NOUN"
"Q321008659-1","hook","hook","NOUN"
"Q321008659-1","installation","installation","NOUN"
"Q321008659-1","engineering","engineering","NOUN"
"Q321008659-1","drawing","draw","NOUN"
"Q321008659-1","g05364510","g05364510","NOUN"
"Q321008659-1","perform","perform","VERB"
"Q321008659-1","tacky","tacky","NOUN"
"Q321008659-1","data","data","NOUN"
"Q321008659-1","sheet","sheet","NOUN"
"Q321008659-1","adhesive","adhesive","NOUN"
"Q321008659-1","tacky","tacky","VERB"
"Q321008659-1","analysis","analysis","NOUN"
"Q321008659-1","hooks","hook","NOUN"
"Q321008659-1","installed","install","VERB"
"Q321008659-1","instructions","instruction","NOUN"
"Q321008659-1","adhesive","adhesive","VERB"
"Q321008659-1","statement","statement","NOUN"
"Q321008659-1","means","mean","VERB"
"Q321008659-1","performed","perform","VERB"
"Q321008659-1","notes","note","NOUN"
"Q321008659-1","represent","represent","VERB"
"Q321008659-1","assembly","assembly","NOUN"
"Q321008659-1","disbondment","disbondment","NOUN"
"Q321008659-1","defect","defect","NOUN"
"Q321008659-1","conformant","conformant","NOUN"
"Q321008659-1","investigation","investigation","NOUN"
"Q321008659-1","test","test","NOUN"
"Q321008659-1","results","result","NOUN"
"Q321008659-1","attached","attach","VERB"
"Q321008659-1","reported","report","VERB"
"Q321008659-1","condition","condition","NOUN"
"Q321008659-1","corresponds","corresponds","NOUN"
"Q321008659-1","velcro","velcro","VERB"
"Q321008659-1","specimen","specimen","VERB"
"Q321008659-1","issues","issue","NOUN"
"Q321008659-1","details","detail","NOUN"
"Q321008661-1","design","design","NOUN"
"Q321008661-1","refer","refer","VERB"
"Q321008661-1","q321005154","q321005154","NOUN"
"Q321008661-1","q321005967","q321005967","NUM"
"Q321008661-1","q321006862","q321006862","NOUN"
"Q321008661-1","q321008659","q321008659","NUM"
"Q321008661-1","discrepancy","discrepancy","NOUN"
"Q321008661-1","found","find","VERB"
"Q321008661-1","baps","bap","NOUN"
"Q321008661-1","handling","handling","NOUN"
"Q321008661-1","information","information","NOUN"
"Q321008661-1","ec847","ec847","NUM"
"Q321008661-1","velcro","velcro","NOUN"
"Q321008661-1","hook","hook","NOUN"
"Q321008661-1","installation","installation","NOUN"
"Q321008661-1","engineering","engineering","NOUN"
"Q321008661-1","drawing","draw","NOUN"
"Q321008661-1","g05364510","g05364510","NOUN"
"Q321008661-1","perform","perform","VERB"
"Q321008661-1","tacky","tacky","NOUN"
"Q321008661-1","data","data","NOUN"
"Q321008661-1","sheet","sheet","NOUN"
"Q321008661-1","adhesive","adhesive","NOUN"
"Q321008661-1","tacky","tacky","VERB"
